year,circuit,overtaking_driver_number,overtaken_driver_number,overtaking_acronym,overtaken_acronym,events,clean_events
2023,Austin,1,4,VER,NOR,1,1
2023,Austin,1,10,VER,GAS,1,0
2023,Austin,1,11,VER,PER,2,0
2023,Austin,1,16,VER,LEC,3,2
2023,Austin,1,22,VER,TSU,1,0
2023,Austin,1,44,VER,HAM,2,0
2023,Austin,1,55,VER,SAI,2,1
2023,Austin,1,63,VER,RUS,2,1
2023,Austin,2,3,SAR,RIC,2,1
2023,Austin,2,14,SAR,ALO,2,1
2023,Austin,2,18,SAR,STR,2,1
2023,Austin,2,20,SAR,MAG,2,1
2023,Austin,2,23,SAR,ALB,3,1
2023,Austin,2,24,SAR,ZHO,3,1
2023,Austin,2,27,SAR,HUL,2,1
2023,Austin,2,31,SAR,OCO,1,1
2023,Austin,2,77,SAR,BOT,3,1
2023,Austin,2,81,SAR,PIA,1,1
2023,Austin,3,2,RIC,SAR,1,0
2023,Austin,3,10,RIC,GAS,1,0
2023,Austin,3,11,RIC,PER,1,0
2023,Austin,3,14,RIC,ALO,2,2
2023,Austin,3,18,RIC,STR,1,1
2023,Austin,3,22,RIC,TSU,1,0
2023,Austin,3,23,RIC,ALB,1,0
2023,Austin,3,24,RIC,ZHO,2,0
2023,Austin,3,27,RIC,HUL,1,0
2023,Austin,3,31,RIC,OCO,1,1
2023,Austin,3,55,RIC,SAI,1,0
2023,Austin,3,63,RIC,RUS,2,0
2023,Austin,3,77,RIC,BOT,2,1
2023,Austin,3,81,RIC,PIA,1,1
2023,Austin,4,11,NOR,PER,1,0
2023,Austin,4,16,NOR,LEC,3,2
2023,Austin,4,44,NOR,HAM,2,0
2023,Austin,4,55,NOR,SAI,2,1
2023,Austin,4,63,NOR,RUS,1,0
2023,Austin,10,1,GAS,VER,1,0
2023,Austin,10,3,GAS,RIC,1,0
2023,Austin,10,11,GAS,PER,1,0
2023,Austin,10,14,GAS,ALO,2,0
2023,Austin,10,18,GAS,STR,2,0
2023,Austin,10,23,GAS,ALB,1,0
2023,Austin,10,27,GAS,HUL,1,0
2023,Austin,10,31,GAS,OCO,1,1
2023,Austin,10,55,GAS,SAI,1,0
2023,Austin,10,63,GAS,RUS,1,0
2023,Austin,10,81,GAS,PIA,2,2
2023,Austin,11,1,PER,VER,2,0
2023,Austin,11,3,PER,RIC,1,1
2023,Austin,11,4,PER,NOR,1,0
2023,Austin,11,10,PER,GAS,2,1
2023,Austin,11,14,PER,ALO,1,0
2023,Austin,11,16,PER,LEC,2,1
2023,Austin,11,18,PER,STR,1,0
2023,Austin,11,31,PER,OCO,1,1
2023,Austin,11,55,PER,SAI,2,1
2023,Austin,11,63,PER,RUS,2,0
2023,Austin,11,81,PER,PIA,2,2
2023,Austin,14,2,ALO,SAR,2,2
2023,Austin,14,3,ALO,RIC,2,1
2023,Austin,14,10,ALO,GAS,2,0
2023,Austin,14,11,ALO,PER,1,0
2023,Austin,14,18,ALO,STR,3,2
2023,Austin,14,20,ALO,MAG,2,1
2023,Austin,14,22,ALO,TSU,3,1
2023,Austin,14,23,ALO,ALB,2,1
2023,Austin,14,24,ALO,ZHO,2,1
2023,Austin,14,27,ALO,HUL,1,1
2023,Austin,14,31,ALO,OCO,1,1
2023,Austin,14,55,ALO,SAI,1,0
2023,Austin,14,63,ALO,RUS,1,0
2023,Austin,14,77,ALO,BOT,2,1
2023,Austin,14,81,ALO,PIA,1,1
2023,Austin,16,1,LEC,VER,2,0
2023,Austin,16,4,LEC,NOR,2,0
2023,Austin,16,11,LEC,PER,1,0
2023,Austin,16,44,LEC,HAM,2,0
2023,Austin,16,55,LEC,SAI,1,0
2023,Austin,18,2,STR,SAR,3,1
2023,Austin,18,3,STR,RIC,2,2
2023,Austin,18,10,STR,GAS,2,0
2023,Austin,18,11,STR,PER,1,0
2023,Austin,18,14,STR,ALO,5,3
2023,Austin,18,20,STR,MAG,3,0
2023,Austin,18,22,STR,TSU,4,1
2023,Austin,18,23,STR,ALB,3,0
2023,Austin,18,24,STR,ZHO,3,0
2023,Austin,18,27,STR,HUL,2,1
2023,Austin,18,31,STR,OCO,3,1
2023,Austin,18,63,STR,RUS,1,0
2023,Austin,18,77,STR,BOT,3,0
2023,Austin,18,81,STR,PIA,2,1
2023,Austin,20,2,MAG,SAR,2,1
2023,Austin,20,3,MAG,RIC,1,0
2023,Austin,20,14,MAG,ALO,2,2
2023,Austin,20,18,MAG,STR,2,1
2023,Austin,20,22,MAG,TSU,2,2
2023,Austin,20,24,MAG,ZHO,5,3
2023,Austin,20,27,MAG,HUL,2,1
2023,Austin,20,31,MAG,OCO,1,1
2023,Austin,20,77,MAG,BOT,2,1
2023,Austin,20,81,MAG,PIA,1,0
2023,Austin,22,1,TSU,VER,1,0
2023,Austin,22,3,TSU,RIC,1,0
2023,Austin,22,14,TSU,ALO,3,1
2023,Austin,22,18,TSU,STR,3,1
2023,Austin,22,20,TSU,MAG,3,3
2023,Austin,22,24,TSU,ZHO,2,2
2023,Austin,22,27,TSU,HUL,2,1
2023,Austin,22,31,TSU,OCO,1,1
2023,Austin,22,77,TSU,BOT,1,1
2023,Austin,22,81,TSU,PIA,1,1
2023,Austin,23,2,ALB,SAR,3,1
2023,Austin,23,3,ALB,RIC,2,1
2023,Austin,23,14,ALB,ALO,2,1
2023,Austin,23,18,ALB,STR,1,0
2023,Austin,23,24,ALB,ZHO,2,1
2023,Austin,23,27,ALB,HUL,2,0
2023,Austin,23,31,ALB,OCO,1,1
2023,Austin,23,77,ALB,BOT,2,2
2023,Austin,23,81,ALB,PIA,2,1
2023,Austin,24,2,ZHO,SAR,2,0
2023,Austin,24,3,ZHO,RIC,2,0
2023,Austin,24,14,ZHO,ALO,2,1
2023,Austin,24,18,ZHO,STR,2,1
2023,Austin,24,20,ZHO,MAG,5,3
2023,Austin,24,22,ZHO,TSU,1,1
2023,Austin,24,23,ZHO,ALB,1,0
2023,Austin,24,27,ZHO,HUL,1,0
2023,Austin,24,31,ZHO,OCO,1,1
2023,Austin,24,77,ZHO,BOT,2,1
2023,Austin,24,81,ZHO,PIA,1,0
2023,Austin,27,2,HUL,SAR,2,1
2023,Austin,27,3,HUL,RIC,2,2
2023,Austin,27,10,HUL,GAS,1,0
2023,Austin,27,14,HUL,ALO,1,1
2023,Austin,27,18,HUL,STR,1,1
2023,Austin,27,20,HUL,MAG,3,2
2023,Austin,27,22,HUL,TSU,1,0
2023,Austin,27,23,HUL,ALB,2,0
2023,Austin,27,24,HUL,ZHO,3,0
2023,Austin,27,31,HUL,OCO,1,1
2023,Austin,27,77,HUL,BOT,4,2
2023,Austin,27,81,HUL,PIA,1,1
2023,Austin,31,3,OCO,RIC,1,0
2023,Austin,31,10,OCO,GAS,1,0
2023,Austin,31,14,OCO,ALO,1,0
2023,Austin,31,18,OCO,STR,1,0
2023,Austin,31,63,OCO,RUS,1,0
2023,Austin,44,1,HAM,VER,1,0
2023,Austin,44,4,HAM,NOR,3,1
2023,Austin,44,16,HAM,LEC,4,3
2023,Austin,44,55,HAM,SAI,1,1
2023,Austin,44,63,HAM,RUS,1,0
2023,Austin,55,1,SAI,VER,1,0
2023,Austin,55,3,SAI,RIC,1,1
2023,Austin,55,4,SAI,NOR,2,1
2023,Austin,55,10,SAI,GAS,1,0
2023,Austin,55,11,SAI,PER,1,0
2023,Austin,55,14,SAI,ALO,1,0
2023,Austin,55,16,SAI,LEC,2,1
2023,Austin,55,44,SAI,HAM,1,0
2023,Austin,55,63,SAI,RUS,2,1
2023,Austin,55,81,SAI,PIA,1,1
2023,Austin,63,1,RUS,VER,1,0
2023,Austin,63,3,RUS,RIC,3,0
2023,Austin,63,4,RUS,NOR,1,0
2023,Austin,63,10,RUS,GAS,2,2
2023,Austin,63,11,RUS,PER,1,0
2023,Austin,63,14,RUS,ALO,1,0
2023,Austin,63,18,RUS,STR,1,0
2023,Austin,63,23,RUS,ALB,1,0
2023,Austin,63,31,RUS,OCO,1,1
2023,Austin,63,44,RUS,HAM,1,0
2023,Austin,63,55,RUS,SAI,2,0
2023,Austin,63,81,RUS,PIA,2,2
2023,Austin,77,2,BOT,SAR,2,0
2023,Austin,77,3,BOT,RIC,2,0
2023,Austin,77,14,BOT,ALO,2,1
2023,Austin,77,18,BOT,STR,2,1
2023,Austin,77,20,BOT,MAG,3,1
2023,Austin,77,23,BOT,ALB,1,1
2023,Austin,77,24,BOT,ZHO,3,1
2023,Austin,77,27,BOT,HUL,3,0
2023,Austin,77,31,BOT,OCO,1,1
2023,Austin,77,81,BOT,PIA,1,0
2023,Austin,81,10,PIA,GAS,1,0
2023,Austin,81,11,PIA,PER,1,0
2023,Austin,81,31,PIA,OCO,1,1
2023,Austin,81,63,PIA,RUS,1,0
2023,Baku,1,14,VER,ALO,1,0
2023,Baku,1,16,VER,LEC,2,2
2023,Baku,1,18,VER,STR,1,0
2023,Baku,1,55,VER,SAI,2,1
2023,Baku,1,63,VER,RUS,2,0
2023,Baku,2,10,SAR,GAS,1,1
2023,Baku,2,20,SAR,MAG,1,0
2023,Baku,2,21,SAR,DEV,1,1
2023,Baku,2,23,SAR,ALB,1,1
2023,Baku,2,24,SAR,ZHO,1,1
2023,Baku,2,27,SAR,HUL,1,1
2023,Baku,2,77,SAR,BOT,1,0
2023,Baku,4,2,NOR,SAR,1,0
2023,Baku,4,10,NOR,GAS,1,0
2023,Baku,4,18,NOR,STR,2,1
2023,Baku,4,20,NOR,MAG,2,0
2023,Baku,4,21,NOR,DEV,2,1
2023,Baku,4,22,NOR,TSU,1,0
2023,Baku,4,23,NOR,ALB,1,0
2023,Baku,4,24,NOR,ZHO,2,0
2023,Baku,4,27,NOR,HUL,3,2
2023,Baku,4,31,NOR,OCO,3,1
2023,Baku,4,77,NOR,BOT,1,0
2023,Baku,4,81,NOR,PIA,1,0
2023,Baku,10,2,GAS,SAR,2,2
2023,Baku,10,4,GAS,NOR,1,0
2023,Baku,10,20,GAS,MAG,1,0
2023,Baku,10,21,GAS,DEV,1,1
2023,Baku,10,22,GAS,TSU,1,0
2023,Baku,10,24,GAS,ZHO,4,2
2023,Baku,10,27,GAS,HUL,2,1
2023,Baku,10,31,GAS,OCO,1,1
2023,Baku,10,77,GAS,BOT,4,2
2023,Baku,11,1,PER,VER,1,1
2023,Baku,11,16,PER,LEC,2,1
2023,Baku,14,1,ALO,VER,1,1
2023,Baku,14,23,ALO,ALB,1,1
2023,Baku,14,44,ALO,HAM,2,0
2023,Baku,14,55,ALO,SAI,1,1
2023,Baku,16,1,LEC,VER,1,1
2023,Baku,18,1,STR,VER,1,1
2023,Baku,18,4,STR,NOR,2,1
2023,Baku,18,22,STR,TSU,1,1
2023,Baku,18,23,STR,ALB,1,0
2023,Baku,18,44,STR,HAM,1,1
2023,Baku,18,63,STR,RUS,1,1
2023,Baku,20,2,MAG,SAR,2,1
2023,Baku,20,4,MAG,NOR,2,1
2023,Baku,20,10,MAG,GAS,1,1
2023,Baku,20,21,MAG,DEV,1,1
2023,Baku,20,22,MAG,TSU,1,0
2023,Baku,20,23,MAG,ALB,1,1
2023,Baku,20,24,MAG,ZHO,3,2
2023,Baku,20,27,MAG,HUL,2,1
2023,Baku,20,31,MAG,OCO,1,1
2023,Baku,20,44,MAG,HAM,1,1
2023,Baku,20,77,MAG,BOT,2,1
2023,Baku,21,2,DEV,SAR,1,0
2023,Baku,21,4,DEV,NOR,2,0
2023,Baku,21,10,DEV,GAS,1,1
2023,Baku,21,20,DEV,MAG,1,1
2023,Baku,21,22,DEV,TSU,2,0
2023,Baku,21,23,DEV,ALB,1,1
2023,Baku,21,24,DEV,ZHO,1,1
2023,Baku,21,27,DEV,HUL,1,1
2023,Baku,21,31,DEV,OCO,1,0
2023,Baku,21,44,DEV,HAM,1,0
2023,Baku,21,77,DEV,BOT,2,2
2023,Baku,21,81,DEV,PIA,1,0
2023,Baku,22,4,TSU,NOR,1,0
2023,Baku,22,20,TSU,MAG,1,0
2023,Baku,22,21,TSU,DEV,1,1
2023,Baku,22,24,TSU,ZHO,1,0
2023,Baku,22,27,TSU,HUL,1,1
2023,Baku,22,31,TSU,OCO,1,1
2023,Baku,22,81,TSU,PIA,3,3
2023,Baku,23,2,ALB,SAR,1,1
2023,Baku,23,20,ALB,MAG,1,0
2023,Baku,23,21,ALB,DEV,1,1
2023,Baku,23,24,ALB,ZHO,1,1
2023,Baku,23,27,ALB,HUL,1,1
2023,Baku,23,31,ALB,OCO,1,1
2023,Baku,23,77,ALB,BOT,1,1
2023,Baku,23,81,ALB,PIA,1,0
2023,Baku,24,2,ZHO,SAR,1,0
2023,Baku,24,4,ZHO,NOR,2,0
2023,Baku,24,10,ZHO,GAS,3,3
2023,Baku,24,20,ZHO,MAG,2,2
2023,Baku,24,21,ZHO,DEV,1,1
2023,Baku,24,22,ZHO,TSU,1,1
2023,Baku,24,23,ZHO,ALB,1,1
2023,Baku,24,27,ZHO,HUL,1,0
2023,Baku,24,44,ZHO,HAM,1,0
2023,Baku,24,77,ZHO,BOT,2,0
2023,Baku,24,81,ZHO,PIA,1,1
2023,Baku,27,2,HUL,SAR,1,1
2023,Baku,27,4,HUL,NOR,3,2
2023,Baku,27,10,HUL,GAS,1,1
2023,Baku,27,20,HUL,MAG,1,1
2023,Baku,27,21,HUL,DEV,1,1
2023,Baku,27,22,HUL,TSU,1,1
2023,Baku,27,23,HUL,ALB,1,1
2023,Baku,27,24,HUL,ZHO,1,0
2023,Baku,27,44,HUL,HAM,1,1
2023,Baku,27,77,HUL,BOT,1,1
2023,Baku,27,81,HUL,PIA,2,2
2023,Baku,31,2,OCO,SAR,1,1
2023,Baku,31,4,OCO,NOR,2,0
2023,Baku,31,10,OCO,GAS,1,1
2023,Baku,31,20,OCO,MAG,1,1
2023,Baku,31,21,OCO,DEV,2,1
2023,Baku,31,22,OCO,TSU,2,1
2023,Baku,31,23,OCO,ALB,1,1
2023,Baku,31,24,OCO,ZHO,1,0
2023,Baku,31,44,OCO,HAM,1,0
2023,Baku,31,77,OCO,BOT,1,1
2023,Baku,31,81,OCO,PIA,1,0
2023,Baku,44,2,HAM,SAR,1,0
2023,Baku,44,4,HAM,NOR,1,0
2023,Baku,44,10,HAM,GAS,1,0
2023,Baku,44,18,HAM,STR,2,1
2023,Baku,44,20,HAM,MAG,2,1
2023,Baku,44,21,HAM,DEV,2,1
2023,Baku,44,22,HAM,TSU,1,0
2023,Baku,44,23,HAM,ALB,1,0
2023,Baku,44,24,HAM,ZHO,2,0
2023,Baku,44,27,HAM,HUL,2,1
2023,Baku,44,31,HAM,OCO,2,1
2023,Baku,44,63,HAM,RUS,2,1
2023,Baku,44,77,HAM,BOT,1,0
2023,Baku,44,81,HAM,PIA,1,0
2023,Baku,55,1,SAI,VER,2,2
2023,Baku,63,1,RUS,VER,2,2
2023,Baku,63,18,RUS,STR,1,0
2023,Baku,63,22,RUS,TSU,1,0
2023,Baku,63,44,RUS,HAM,1,1
2023,Baku,63,81,RUS,PIA,1,0
2023,Baku,77,4,BOT,NOR,1,0
2023,Baku,77,10,BOT,GAS,2,2
2023,Baku,77,20,BOT,MAG,1,1
2023,Baku,77,21,BOT,DEV,1,1
2023,Baku,77,23,BOT,ALB,1,0
2023,Baku,77,24,BOT,ZHO,2,2
2023,Baku,81,2,PIA,SAR,1,0
2023,Baku,81,4,PIA,NOR,1,0
2023,Baku,81,10,PIA,GAS,1,0
2023,Baku,81,20,PIA,MAG,1,0
2023,Baku,81,21,PIA,DEV,2,1
2023,Baku,81,22,PIA,TSU,3,3
2023,Baku,81,23,PIA,ALB,1,0
2023,Baku,81,24,PIA,ZHO,2,0
2023,Baku,81,27,PIA,HUL,3,2
2023,Baku,81,31,PIA,OCO,2,1
2023,Baku,81,77,PIA,BOT,1,0
2023,Catalunya,1,55,VER,SAI,1,1
2023,Catalunya,2,4,SAR,NOR,4,0
2023,Catalunya,2,16,SAR,LEC,2,1
2023,Catalunya,2,18,SAR,STR,1,0
2023,Catalunya,2,20,SAR,MAG,3,0
2023,Catalunya,2,21,SAR,DEV,1,0
2023,Catalunya,2,22,SAR,TSU,1,0
2023,Catalunya,2,23,SAR,ALB,1,0
2023,Catalunya,2,24,SAR,ZHO,1,0
2023,Catalunya,2,27,SAR,HUL,1,0
2023,Catalunya,2,31,SAR,OCO,1,0
2023,Catalunya,2,77,SAR,BOT,2,0
2023,Catalunya,4,2,NOR,SAR,4,1
2023,Catalunya,4,10,NOR,GAS,1,0
2023,Catalunya,4,20,NOR,MAG,3,2
2023,Catalunya,4,21,NOR,DEV,2,0
2023,Catalunya,4,23,NOR,ALB,4,0
2023,Catalunya,4,27,NOR,HUL,1,0
2023,Catalunya,4,77,NOR,BOT,3,1
2023,Catalunya,10,4,GAS,NOR,2,0
2023,Catalunya,10,11,GAS,PER,1,0
2023,Catalunya,10,16,GAS,LEC,2,0
2023,Catalunya,10,18,GAS,STR,2,0
2023,Catalunya,10,20,GAS,MAG,2,1
2023,Catalunya,10,21,GAS,DEV,1,1
2023,Catalunya,10,22,GAS,TSU,3,0
2023,Catalunya,10,24,GAS,ZHO,2,0
2023,Catalunya,10,27,GAS,HUL,3,0
2023,Catalunya,10,31,GAS,OCO,2,0
2023,Catalunya,10,55,GAS,SAI,1,0
2023,Catalunya,10,81,GAS,PIA,2,1
2023,Catalunya,11,4,PER,NOR,1,0
2023,Catalunya,11,10,PER,GAS,2,1
2023,Catalunya,11,14,PER,ALO,2,1
2023,Catalunya,11,18,PER,STR,2,0
2023,Catalunya,11,22,PER,TSU,1,1
2023,Catalunya,11,24,PER,ZHO,1,1
2023,Catalunya,11,27,PER,HUL,1,1
2023,Catalunya,11,31,PER,OCO,2,1
2023,Catalunya,11,44,PER,HAM,1,0
2023,Catalunya,11,55,PER,SAI,3,1
2023,Catalunya,11,63,PER,RUS,2,0
2023,Catalunya,11,81,PER,PIA,1,1
2023,Catalunya,14,4,ALO,NOR,1,0
2023,Catalunya,14,11,ALO,PER,1,0
2023,Catalunya,14,18,ALO,STR,2,0
2023,Catalunya,14,22,ALO,TSU,2,1
2023,Catalunya,14,24,ALO,ZHO,2,1
2023,Catalunya,14,27,ALO,HUL,1,0
2023,Catalunya,14,31,ALO,OCO,3,1
2023,Catalunya,14,55,ALO,SAI,2,0
2023,Catalunya,16,2,LEC,SAR,2,1
2023,Catalunya,16,4,LEC,NOR,1,0
2023,Catalunya,16,10,LEC,GAS,2,0
2023,Catalunya,16,18,LEC,STR,2,0
2023,Catalunya,16,20,LEC,MAG,2,0
2023,Catalunya,16,21,LEC,DEV,2,1
2023,Catalunya,16,22,LEC,TSU,2,0
2023,Catalunya,16,23,LEC,ALB,1,1
2023,Catalunya,16,24,LEC,ZHO,2,0
2023,Catalunya,16,27,LEC,HUL,3,0
2023,Catalunya,16,31,LEC,OCO,2,0
2023,Catalunya,16,55,LEC,SAI,1,0
2023,Catalunya,16,77,LEC,BOT,2,1
2023,Catalunya,16,81,LEC,PIA,2,1
2023,Catalunya,18,2,STR,SAR,1,0
2023,Catalunya,18,4,STR,NOR,1,1
2023,Catalunya,18,10,STR,GAS,2,0
2023,Catalunya,18,11,STR,PER,1,0
2023,Catalunya,18,14,STR,ALO,2,0
2023,Catalunya,18,16,STR,LEC,2,0
2023,Catalunya,18,21,STR,DEV,1,0
2023,Catalunya,18,23,STR,ALB,1,0
2023,Catalunya,18,24,STR,ZHO,1,0
2023,Catalunya,18,31,STR,OCO,1,0
2023,Catalunya,18,44,STR,HAM,1,1
2023,Catalunya,18,63,STR,RUS,1,0
2023,Catalunya,18,81,STR,PIA,2,0
2023,Catalunya,20,2,MAG,SAR,3,2
2023,Catalunya,20,4,MAG,NOR,3,1
2023,Catalunya,20,10,MAG,GAS,2,1
2023,Catalunya,20,16,MAG,LEC,1,0
2023,Catalunya,20,21,MAG,DEV,3,1
2023,Catalunya,20,23,MAG,ALB,3,0
2023,Catalunya,20,24,MAG,ZHO,1,0
2023,Catalunya,20,27,MAG,HUL,1,0
2023,Catalunya,20,77,MAG,BOT,3,3
2023,Catalunya,20,81,MAG,PIA,1,0
2023,Catalunya,21,2,DEV,SAR,1,0
2023,Catalunya,21,4,DEV,NOR,3,1
2023,Catalunya,21,10,DEV,GAS,1,0
2023,Catalunya,21,16,DEV,LEC,1,0
2023,Catalunya,21,18,DEV,STR,1,0
2023,Catalunya,21,20,DEV,MAG,3,1
2023,Catalunya,21,22,DEV,TSU,1,0
2023,Catalunya,21,23,DEV,ALB,1,0
2023,Catalunya,21,24,DEV,ZHO,1,0
2023,Catalunya,21,27,DEV,HUL,3,0
2023,Catalunya,21,31,DEV,OCO,1,0
2023,Catalunya,21,77,DEV,BOT,3,2
2023,Catalunya,21,81,DEV,PIA,1,0
2023,Catalunya,22,2,TSU,SAR,1,0
2023,Catalunya,22,4,TSU,NOR,1,0
2023,Catalunya,22,10,TSU,GAS,4,1
2023,Catalunya,22,11,TSU,PER,1,0
2023,Catalunya,22,14,TSU,ALO,2,0
2023,Catalunya,22,16,TSU,LEC,2,0
2023,Catalunya,22,21,TSU,DEV,2,0
2023,Catalunya,22,23,TSU,ALB,1,0
2023,Catalunya,22,24,TSU,ZHO,5,3
2023,Catalunya,22,27,TSU,HUL,2,2
2023,Catalunya,22,31,TSU,OCO,1,0
2023,Catalunya,22,81,TSU,PIA,3,1
2023,Catalunya,23,2,ALB,SAR,2,0
2023,Catalunya,23,4,ALB,NOR,5,0
2023,Catalunya,23,18,ALB,STR,1,0
2023,Catalunya,23,20,ALB,MAG,5,1
2023,Catalunya,23,21,ALB,DEV,2,0
2023,Catalunya,23,22,ALB,TSU,2,0
2023,Catalunya,23,24,ALB,ZHO,2,0
2023,Catalunya,23,27,ALB,HUL,3,0
2023,Catalunya,23,31,ALB,OCO,1,0
2023,Catalunya,23,77,ALB,BOT,4,2
2023,Catalunya,24,2,ZHO,SAR,1,0
2023,Catalunya,24,4,ZHO,NOR,1,0
2023,Catalunya,24,10,ZHO,GAS,3,0
2023,Catalunya,24,11,ZHO,PER,1,0
2023,Catalunya,24,14,ZHO,ALO,2,0
2023,Catalunya,24,16,ZHO,LEC,2,0
2023,Catalunya,24,18,ZHO,STR,1,0
2023,Catalunya,24,20,ZHO,MAG,1,0
2023,Catalunya,24,21,ZHO,DEV,1,0
2023,Catalunya,24,22,ZHO,TSU,4,2
2023,Catalunya,24,23,ZHO,ALB,1,0
2023,Catalunya,24,27,ZHO,HUL,3,3
2023,Catalunya,24,31,ZHO,OCO,1,0
2023,Catalunya,24,81,ZHO,PIA,4,2
2023,Catalunya,27,2,HUL,SAR,2,1
2023,Catalunya,27,4,HUL,NOR,2,0
2023,Catalunya,27,10,HUL,GAS,2,0
2023,Catalunya,27,16,HUL,LEC,2,0
2023,Catalunya,27,20,HUL,MAG,1,0
2023,Catalunya,27,21,HUL,DEV,2,0
2023,Catalunya,27,22,HUL,TSU,1,0
2023,Catalunya,27,23,HUL,ALB,2,1
2023,Catalunya,27,24,HUL,ZHO,2,0
2023,Catalunya,27,63,HUL,RUS,1,1
2023,Catalunya,27,77,HUL,BOT,2,1
2023,Catalunya,27,81,HUL,PIA,3,0
2023,Catalunya,31,2,OCO,SAR,1,1
2023,Catalunya,31,4,OCO,NOR,1,1
2023,Catalunya,31,10,OCO,GAS,2,0
2023,Catalunya,31,11,OCO,PER,1,0
2023,Catalunya,31,14,OCO,ALO,2,0
2023,Catalunya,31,16,OCO,LEC,2,0
2023,Catalunya,31,18,OCO,STR,1,0
2023,Catalunya,31,21,OCO,DEV,1,0
2023,Catalunya,31,22,OCO,TSU,1,1
2023,Catalunya,31,24,OCO,ZHO,1,0
2023,Catalunya,31,81,OCO,PIA,2,0
2023,Catalunya,44,4,HAM,NOR,1,1
2023,Catalunya,44,11,HAM,PER,1,0
2023,Catalunya,44,18,HAM,STR,1,1
2023,Catalunya,44,55,HAM,SAI,2,1
2023,Catalunya,44,63,HAM,RUS,1,0
2023,Catalunya,55,1,SAI,VER,1,1
2023,Catalunya,55,10,SAI,GAS,1,1
2023,Catalunya,55,11,SAI,PER,2,0
2023,Catalunya,55,14,SAI,ALO,2,0
2023,Catalunya,55,16,SAI,LEC,1,0
2023,Catalunya,55,44,SAI,HAM,1,0
2023,Catalunya,55,63,SAI,RUS,1,0
2023,Catalunya,55,81,SAI,PIA,1,0
2023,Catalunya,63,4,RUS,NOR,1,0
2023,Catalunya,63,10,RUS,GAS,1,0
2023,Catalunya,63,11,RUS,PER,3,0
2023,Catalunya,63,14,RUS,ALO,1,1
2023,Catalunya,63,18,RUS,STR,2,1
2023,Catalunya,63,27,RUS,HUL,2,1
2023,Catalunya,63,31,RUS,OCO,1,1
2023,Catalunya,63,44,RUS,HAM,1,0
2023,Catalunya,63,55,RUS,SAI,2,1
2023,Catalunya,63,81,RUS,PIA,1,0
2023,Catalunya,77,2,BOT,SAR,2,1
2023,Catalunya,77,4,BOT,NOR,3,0
2023,Catalunya,77,16,BOT,LEC,1,0
2023,Catalunya,77,20,BOT,MAG,2,0
2023,Catalunya,77,21,BOT,DEV,3,1
2023,Catalunya,77,23,BOT,ALB,2,1
2023,Catalunya,77,27,BOT,HUL,2,0
2023,Catalunya,81,4,PIA,NOR,1,0
2023,Catalunya,81,10,PIA,GAS,1,0
2023,Catalunya,81,16,PIA,LEC,1,0
2023,Catalunya,81,18,PIA,STR,2,0
2023,Catalunya,81,20,PIA,MAG,1,1
2023,Catalunya,81,21,PIA,DEV,1,0
2023,Catalunya,81,22,PIA,TSU,2,0
2023,Catalunya,81,24,PIA,ZHO,3,1
2023,Catalunya,81,27,PIA,HUL,4,3
2023,Catalunya,81,31,PIA,OCO,2,0
2023,Catalunya,81,55,PIA,SAI,1,0
2023,Hungaroring,1,44,VER,HAM,1,0
2023,Hungaroring,2,3,SAR,RIC,2,0
2023,Hungaroring,2,10,SAR,GAS,1,0
2023,Hungaroring,2,18,SAR,STR,1,0
2023,Hungaroring,2,20,SAR,MAG,1,0
2023,Hungaroring,2,22,SAR,TSU,2,0
2023,Hungaroring,2,23,SAR,ALB,2,0
2023,Hungaroring,2,24,SAR,ZHO,2,0
2023,Hungaroring,2,31,SAR,OCO,1,0
2023,Hungaroring,2,77,SAR,BOT,1,0
2023,Hungaroring,3,2,RIC,SAR,3,0
2023,Hungaroring,3,10,RIC,GAS,2,1
2023,Hungaroring,3,16,RIC,LEC,2,0
2023,Hungaroring,3,18,RIC,STR,2,0
2023,Hungaroring,3,20,RIC,MAG,3,1
2023,Hungaroring,3,22,RIC,TSU,3,0
2023,Hungaroring,3,23,RIC,ALB,2,0
2023,Hungaroring,3,24,RIC,ZHO,4,0
2023,Hungaroring,3,27,RIC,HUL,3,0
2023,Hungaroring,3,31,RIC,OCO,2,0
2023,Hungaroring,3,55,RIC,SAI,1,0
2023,Hungaroring,3,77,RIC,BOT,2,0
2023,Hungaroring,4,11,NOR,PER,1,0
2023,Hungaroring,4,14,NOR,ALO,1,0
2023,Hungaroring,4,44,NOR,HAM,2,1
2023,Hungaroring,4,81,NOR,PIA,1,0
2023,Hungaroring,10,3,GAS,RIC,1,0
2023,Hungaroring,10,24,GAS,ZHO,1,0
2023,Hungaroring,10,31,GAS,OCO,1,0
2023,Hungaroring,11,4,PER,NOR,1,0
2023,Hungaroring,11,14,PER,ALO,1,1
2023,Hungaroring,11,16,PER,LEC,2,0
2023,Hungaroring,11,24,PER,ZHO,1,0
2023,Hungaroring,11,44,PER,HAM,2,0
2023,Hungaroring,11,55,PER,SAI,3,1
2023,Hungaroring,11,63,PER,RUS,1,0
2023,Hungaroring,11,77,PER,BOT,1,0
2023,Hungaroring,11,81,PER,PIA,2,1
2023,Hungaroring,14,4,ALO,NOR,1,0
2023,Hungaroring,14,16,ALO,LEC,1,0
